SeqCluster,ClusterNumber,Domain_IDs,Pfam_result
CK_00052394,CK_Cya_PCC6307_01130, , 
CK_00052395,CK_Cya_PCC6307_01129,PF17874, 
CK_00052397,CK_Cya_PCC6307_01178,PF04055,PF04055
CK_00052399,CK_Cya_PCC6307_01177, , 
CK_00052401,CK_Cya_PCC6307_01172,PF03016, 
CK_00052403,CK_Cya_PCC6307_01132, , 
CK_00052404,CK_Cya_PCC6307_00787,PF02770  PF08028, 
CK_00052410,CK_Cya_PCC6307_00786,PF13641,PF00535
CK_00052411,CK_Syn_MITS9220_00213,PF00982,PF00534
CK_00052413,CK_Syn_MITS9220_00212,PF05693,PF00534
CK_00052426,CK_Syn_MITS9220_00214,PF00862  PF00534,PF00534
CK_00052439,CK_Cya_PCC6307_00934, , 
CK_00052440,CK_Cya_PCC6307_00935,PF01467  PF00293,PF00293|PF01467
CK_00052445,CK_Syn_MITS9220_00218,PF00982,PF00534
CK_00052448,CK_Syn_CC9311_00140,PF01135  PF05050, 
CK_00052452,CK_Syn_CC9311_00144, , 
CK_00052458,CK_Syn_CC9311_00143, ,PF20102
CK_00052481,CK_Cya_PCC6307_00593,PF08548, 
CK_00052482,CK_Cya_PCC6307_00772, , 
CK_00052484,CK_Cya_PCC6307_00744, ,PF13649
CK_00052487,CK_Syn_MITS9220_00189, , 
CK_00052489,CK_Cya_PCC6307_00774,PF13531,PF13531
CK_00052490,CK_Cya_PCC6307_00775,PF12850,PF00149
CK_00052491,CK_Cya_PCC6307_00773,PF13531  PF13768  PF00092,PF13416|PF13519
CK_00052493,CK_Syn_MITS9220_00188, , 
CK_00052500,CK_Syn_BOUM118_02658,PF00149  PF02872  PF08548  PF00353,PF00353|PF02872
CK_00052502,CK_Pro_MIT9322_01106,PF00733, 
CK_00052532,CK_Cya_CB0205_12133,PF10009,PF10009
CK_00052546,CK_Syn_WH8101_01041,PF07638,PF00196
CK_00052555,CK_Cya_PCC6307_00397,PF07690,PF07690
CK_00052564,CK_Pro_MIT0703_01551,PF16576  PF02321,PF02321
CK_00052573,CK_Cya_PCC6307_00340,PF00999,PF00999
CK_00052576,CK_Cya_PCC6307_00345,PF00551,PF00551
CK_00052579,CK_Cya_PCC6307_00344,PF01522,PF01522|PF14883
CK_00052589,CK_Syn_MEDNS5_00729,PF00668  PF00501  PF13193  PF12697,PF00501
CK_00052593,CK_Syn_BIOS-U3-1_02169,PF07483  PF00028  PF08548,PF00353|PF07483
CK_00052594,CK_Cya_PCC6307_00289, , 
CK_00052598,CK_Cya_PCC6307_00287, , 
CK_00052600,CK_Cya_NS01_00916,PF00924,PF00924|PF21082
CK_00052616,CK_Cya_WH5701_12388,PF13432  PF14559  PF14559  PF04733  PF04488,PF04488
CK_00052620,CK_Cya_WH5701_02050,PF08379  PF01841  PF03835,PF01841|PF08379
CK_00052623,CK_Cya_NS01_02102, , 
CK_00052641,CK_Syn_WH8103_00523,PF04464, 
CK_00052650,CK_Cya_CB0205_03388,PF10131, 
CK_00052651,CK_Cya_CB0205_03413,PF04577, 
CK_00052655,CK_Cya_CB0205_03418, , 
CK_00052663,CK_Syn_CC9311_00177, ,PF02540
CK_00052674,CK_Cya_PCC6307_00155, , 
CK_00052675,CK_Cya_PCC6307_00156, , 
CK_00052676,CK_Cya_PCC6307_00161,PF12883, 
CK_00052680,CK_Cya_PCC6307_00136,PF13520  PF13906,PF00324
CK_00052705,CK_Cya_CB0205_01638, , 
CK_00052727,CK_Cya_PCC6307_00264, , 
CK_00052730,CK_Syn_CC9902_01475,PF07942,PF08241
CK_00052738,CK_Cya_CB0205_00047, , 
CK_00052750,CK_Cya_PCC6307_00240,PF03235  PF07510,PF03235
CK_00052754,CK_Syn_RS9902_02736,PF13469,PF00685
CK_00052757,CK_Cya_PCC6307_00184,PF14512  PF00881, 
CK_00052758,CK_Pro_MIT0703_01154,PF16576  PF00529,PF13437
CK_00052759,CK_Cya_PCC6307_00187, , 
CK_00052805,CK_Syn_TAK9802_00181, , 
CK_00052811,CK_Syn_TAK9802_00180,PF16994  PF00534,PF00534
CK_00052812,CK_Syn_TAK9802_00179, , 
CK_00052849,CK_Syn_KORDI-100_02450,PF08548  PF00353,PF00353
CK_00052868,CK_Syn_KORDI-100_01360,PF03407,PF01501
CK_00052869,CK_Syn_KORDI-100_01500,PF05637, 
CK_00052875,CK_Syn_KORDI-100_02290, , 
CK_00052878,CK_Syn_KORDI-100_02350, , 
CK_00052940,CK_Syn_CC9616_00086, , 
CK_00052941,CK_Syn_CC9616_00087, , 
CK_00053004,CK_Syn_CC9902_00508, , 
CK_00053032,CK_Syn_CC9902_01939, , 
CK_00053069,CK_Syn_CC9616_00904,PF08548  PF00353  PF00353  PF00353  PF05345  PF08548  PF00353  PF00353  PF00353  PF08548  PF00353  PF00353  PF00353  PF08548  PF00353  PF00353,PF00353
CK_00053073,CK_Syn_BIOS-U3-1_02156,PF04294,PF04294
CK_00053082,CK_Cya_WH5701_00985,PF11028, 
CK_00053087,CK_Cya_WH5701_01230,PF03773,PF03773
CK_00053097,CK_Syn_CC9616_00088,PF05159, 
CK_00053106,CK_Syn_CC9902_00087, , 
CK_00053109,CK_Syn_CC9902_00098,PF05159, 
CK_00053114,CK_Syn_CC9902_00108,PF01075, 
CK_00053120,CK_Cya_WH5701_01725, , 
CK_00053121,CK_Cya_WH5701_01695, , 
CK_00053139,CK_Syn_CC9902_00070, , 
CK_00053145,CK_Cya_CB0205_07773, , 
CK_00053148,CK_Cya_CB0205_07788, , 
CK_00053206,CK_Cya_NS01_02830,PF11964  PF11964,PF11964
CK_00053222,CK_Syn_KORDI-100_00950,PF12996  PF13524,PF13524
CK_00053227,CK_Syn_KORDI-100_01090,PF05159, 
CK_00053230,CK_Syn_KORDI-100_01230,PF01408,PF01408
CK_00053231,CK_Syn_KORDI-100_01240,PF04321,PF04321
CK_00053233,CK_Syn_KORDI-100_01200,PF13469,PF13469
CK_00053235,CK_Syn_KORDI-100_01210,PF04321,PF04321
CK_00053242,CK_Cya_PCC7001_50122, , 
CK_00053258,CK_Syn_KORDI-100_01310, , 
CK_00053281,CK_Pro_MIT0702_01755,PF17784, 
CK_00053288,CK_Pro_MIT0602_01170, , 
CK_00053290,CK_Syn_MITS9220_00136,PF09594, 
CK_00053299,CK_Syn_SYN20_01404,PF07931  PF07931,PF07931
CK_00053308,CK_Pro_MED4_01249, , 
CK_00053313,CK_Syn_A18-25c_00098,PF07387, 
CK_00053318,CK_Syn_BIOS-U3-1_02647,PF00056  PF02866,PF00056
CK_00053333,CK_Pro_MIT9107_00476,PF04055  PF13186,PF04055|PF13186
CK_00053344,CK_Cya_NS01_01131,PF01773  PF07670  PF07662,PF01773|PF07662|PF07670
CK_00053350,CK_Cya_NS01_01116, , 
CK_00053354,CK_Syn_CC9311_01516,PF00326  PF02129  PF08530,PF02129|PF08530
CK_00053375,CK_Syn_CC9311_01467,PF12891,PF12891
CK_00053391,CK_Cya_NS01_01469,PF02811  PF13263  PF13476  PF13304,PF13304
CK_00053414,CK_Pro_MIT9107_00254,PF04506,PF01943|PF14667
CK_00053416,CK_Cya_PCC6307_02049,PF01527  PF13276  PF00665  PF13683  PF13333, 
CK_00053431,CK_Cya_NS01_01078,PF14890  PF13392,PF01844|PF18780
CK_00053466,CK_Cya_WH5701_09224,PF01734,PF01734
CK_00053476,CK_Pro_LG_00107, , 
CK_00053482,CK_Cya_NS01_00052,PF04313  PF18766  PF11867,PF04313|PF18766|PF22679
CK_00053483,CK_Cya_NS01_00046,PF02384  PF01420,PF02384
CK_00053507,CK_Cya_NS01_01429,PF02361,PF02361
CK_00053531,CK_Syn_WH7805_06131, , 
CK_00053532,CK_Pro_MIT9107_00448, , 
CK_00053533,CK_Syn_ROS8604_00837, , 
CK_00053543,CK_Syn_A15-60_00101,PF13472  PF14606,PF00657
CK_00053561,CK_Pro_MIT0801_01951,PF07683,PF07683
CK_00053562,CK_Syn_KORDI-49_24320, , 
CK_00053563,CK_Pro_MIT9515_04461, , 
CK_00053569,CK_Cya_PCC7001_01184,PF04305,PF04305
CK_00053575,CK_Cya_CB0205_11668,PF13448  PF09286  PF00082,PF00082
CK_00053579,CK_Syn_WH7805_10094,PF13416,PF13416
CK_00053599,CK_Syn_BOUM118_00395,PF12965  PF13148,PF13148
CK_00053659,CK_Pro_MIT9215_14551,PF13641,PF00535
CK_00053668,CK_Pro_MIT9303_27511,PF11924, 
CK_00053679,CK_Syn_BIOS-U3-1_02556,PF03379,PF01061
CK_00053701,CK_Syn_PROS-7-1_00136,PF13844,PF13844
CK_00053711,CK_Pro_MIT9107_00456,PF00149,PF00149
CK_00053725,CK_Pro_MIT0602_01455,PF02388, 
CK_00053726,CK_Pro_MIT9123_00899,PF11913,PF11913
CK_00053743,CK_Pro_SB_01911, , 
CK_00053747,CK_Syn_PROS-7-1_00153,PF00884,PF00884
CK_00053760,CK_Syn_KORDI-100_26890,PF01565  PF04030  PF04030,PF01565|PF04030
CK_00053792,CK_Cya_CB0101_03512,PF02195  PF08535  PF02384,PF01555|PF02195
CK_00053799,CK_Syn_CC9616_00418,PF12849,PF12849
CK_00053802,CK_Syn_CC9616_00384,PF01209  PF13847,PF13649
CK_00053806,CK_Syn_CC9616_00388,PF03379,PF12698
CK_00053810,CK_Syn_CC9616_00386,PF00696,PF00696
CK_00053811,CK_Syn_WH7803_00115,PF00982,PF00534
CK_00053813,CK_Pro_MIT0702_00502,PF01156,PF01156
CK_00053817,CK_Cya_CB0101_04399,PF06082, 
CK_00053830,CK_Syn_RCC307_00805,PF16576  PF00529  PF16576,PF13533
CK_00053871,CK_Pro_MIT9215_04551,PF14390,PF14390
CK_00053890,CK_Cya_PCC6307_02551,PF01925,PF01925
CK_00053896,CK_Syn_A18-25c_02520,PF00732  PF05199,PF00732|PF05199
CK_00053948,CK_Syn_CC9311_02420,PF08450  PF01436  PF08450, 
CK_00053964,CK_Pro_MIT9321_01813, , 
CK_00053981,CK_Syn_CC9311_02447,PF13432  PF14853  PF13414  PF12895  PF13424,PF13181|PF13414|PF13432
CK_00053999,CK_Syn_CC9311_02448,PF10106  PF03895,PF03895|PF10106
CK_00054012,CK_Cya_NS01_02038,PF12773, 
CK_00054013,CK_Cya_NS01_02033, , 
CK_00054034,CK_Syn_ROS8604_00226,PF13641  PF13439  PF13692,PF13692
CK_00054036,CK_Pro_MIT0603_01828,PF13651,PF13651
CK_00054038,CK_Pro_MIT9123_00367,PF09852, 
CK_00054080,CK_Cya_NS01_00199,PF13469  PF00685,PF13469
CK_00054081,CK_Cya_NS01_00194, , 
CK_00054082,CK_Cya_NS01_00203,PF13469,PF13469
CK_00054097,CK_Cya_NS01_00233,PF01966  PF13286,PF01966|PF13286
CK_00054100,CK_Cya_NS01_00283, , 
CK_00054138,CK_Cya_NS01_00293,PF03567,PF03567
CK_00054142,CK_Syn_CC9311_00181,PF03102  PF08666,PF03102|PF08666
CK_00054143,CK_Syn_CC9311_00180, , 
CK_00054144,CK_Syn_CC9311_00175,PF03328,PF03328
CK_00054145,CK_Syn_CC9311_00171,PF03023,PF03023
CK_00054148,CK_Syn_CC9311_00186,PF04655,PF01636
CK_00054149,CK_Syn_CC9311_00184,PF04007, 
CK_00054197,CK_Cya_NS01_01474,PF12161  PF02384,PF02384|PF12161
CK_00054221,CK_Syn_WH8101_01327, , 
CK_00054223,CK_Cya_NS01_02365,PF01757,PF01757
CK_00054225,CK_Cya_NS01_02366,PF13593,PF01758
CK_00054227,CK_Cya_NS01_02391, , 
CK_00054252,CK_Cya_NS01_02414,PF09836,PF09836
CK_00054258,CK_Cya_PCC7001_02722,PF04055,PF04055|PF19288
CK_00054260,CK_Syn_CC9616_00630,PF07110  PF09448,PF07110
CK_00054261,CK_Cya_NS01_00558,PF03235,PF03235
CK_00054263,CK_Cya_NS01_00552,PF04015,PF04015
CK_00054288,CK_Syn_PROS-9-1_01135, , 
CK_00054297,CK_Cya_NS01_02874,PF00353  PF08548,PF00353
CK_00054328,CK_Cya_NS01_02101, , 
CK_00054342,CK_Syn_BIOS-U3-1_00979,PF06779  PF06779  PF07690,PF06779
CK_00054349,CK_Syn_CC9605_00831,PF03781,PF03781|PF13676|PF20703
CK_00054350,CK_Pro_SS120_01536,PF01757  PF13472,PF01757|PF19040
CK_00054360,CK_Syn_WH8016_01674,PF02475  PF05050,PF05050
CK_00054380,CK_Syn_WH7805_08406,PF00534  PF00535  PF13632,PF00535|PF21374|PF22772
CK_00054388,CK_Syn_BIOS-U3-1_01513,PF01650  PF17963  PF17963,PF01650|PF17963
CK_00054400,CK_Syn_RS9917_04480, ,PF00535
CK_00054405,CK_Cya_PCC6307_00261, ,PF13365
CK_00054409,CK_Syn_BIOS-U3-1_00473,PF02995, 
CK_00054414,CK_Syn_A15-60_00931,PF01839  PF13517, 
CK_00054420,CK_Cya_NS01_01789,PF01566,PF01566
CK_00054422,CK_Syn_RS9909_01771,PF06580  PF14501,PF06580
CK_00054431,CK_Syn_CC9311_00229, ,PF04932
CK_00054447,CK_Syn_SYN20_03187, , 
CK_00054516,CK_Syn_SYN20_00336, , 
CK_00054542,CK_Syn_CC9311_00861,PF02746  PF13378,PF02746|PF13378
CK_00054544,CK_Pro_MIT9311_01112,PF03291,PF13847
CK_00054551,CK_Pro_MED4_01257,PF16363,PF16363
CK_00054557,CK_Syn_MITS9220_02860, , 
CK_00054559,CK_Syn_MITS9220_02859,PF13421,PF13421
CK_00054562,CK_Syn_MITS9220_02856, , 
CK_00054564,CK_Syn_MITS9220_02855, , 
CK_00054568,CK_Syn_MITS9220_02857, , 
CK_00054611,CK_Syn_CC9616_02803,PF02384  PF12950,PF02384
CK_00054615,CK_Syn_CC9616_02813, , 
CK_00054628,CK_Syn_ROS8604_02925,PF00529  PF16576  PF16576,PF13437
CK_00054634,CK_Syn_MINOS11_02552, , 
CK_00054639,CK_Syn_RS9907_01979,PF00350,PF00350
CK_00054659,CK_Syn_BOUM118_02466,PF00395  PF04966,PF00395|PF04966
CK_00054667,CK_Pro_MIT0701_00098,PF02321  PF02321,PF02321
CK_00054715,CK_Syn_ROS8604_00933, , 
CK_00054774,CK_Syn_RS9907_02558,PF00589,PF00589
CK_00054776,CK_Pro_MIT0604_01493,PF05159, 
CK_00054835,CK_Cya_CB0101_03647, , 
CK_00054846,CK_Cya_CB0101_04244,PF16363,PF01370
CK_00054852,CK_Cya_NS01_01715,PF10011,PF10011
CK_00054871,CK_Syn_A15-44_02356,PF01145,PF01145
CK_00054919,CK_Cya_CB0101_00545,PF04632,PF13515
CK_00054928,CK_Cya_CB0101_00647,PF05228  PF00563,PF05228
CK_00054932,CK_Cya_CB0101_00927,PF00059, 
CK_00054938,CK_Cya_CB0101_00822, , 
CK_00054972,CK_Syn_BOUM118_00454,PF13440  PF14667,PF13440
CK_00054974,CK_Syn_BOUM118_00456, , 
CK_00055003,CK_Cya_CB0101_00085, , 
CK_00055005,CK_Cya_CB0101_00065,PF06490  PF00158,PF00158|PF06490
CK_00055022,CK_Syn_BIOS-U3-1_00057,PF13483,PF13483
CK_00055026,CK_Syn_BIOS-U3-1_01538, , 
CK_00055051,CK_Cya_PCC7001_00360, , 
CK_00055062,CK_Cya_PCC7001_02746,PF00685  PF08317, 
CK_00055064,CK_Cya_PCC7001_00030, , 
CK_00055067,CK_Cya_PCC7001_02598,PF02574,PF02574
CK_00055071,CK_Cya_PCC7001_02540, , 
CK_00055076,CK_Cya_PCC7001_02653,PF04313,PF04313|PF18766|PF22679
CK_00055079,CK_Cya_PCC7001_00251,PF00563  PF10388,PF00563
CK_00055081,CK_Cya_PCC7001_02448,PF04932, 
CK_00055088,CK_Cya_PCC7001_02536, , 
CK_00055095,CK_Cya_PCC7001_02435, , 
CK_00055105,CK_Cya_PCC7001_02391,PF01734  PF11856,PF01734
CK_00055108,CK_Cya_PCC7001_02410,PF10503  PF03583  PF00326, 
CK_00055109,CK_Cya_NS01_02757,PF13464,PF13464
CK_00055112,CK_Cya_PCC7001_02331,PF00535  PF13641,PF00535
CK_00055116,CK_Syn_NOUM97013_01737,PF01541  PF14267,PF14267
CK_00055125,CK_Cya_PCC7001_02297, , 
CK_00055129,CK_Cya_PCC7001_02284,PF05721, 
CK_00055130,CK_Syn_WH8020_00949,PF01406  PF09190  PF01406,PF01406|PF09190
CK_00055132,CK_Cya_PCC7001_02305, , 
CK_00055133,CK_Syn_A18-40_02772,PF08379  PF01841  PF01841,PF01841|PF08379
CK_00055144,CK_Cya_PCC7001_02200,PF03051,PF00112
CK_00055147,CK_Cya_PCC7001_02000,PF00232,PF00232
CK_00055153,CK_Cya_PCC7001_02078,PF04055  PF13186, 
CK_00055155,CK_Cya_PCC7001_02011,PF00239  PF00239  PF07508  PF13408,PF00239|PF07508
CK_00055161,CK_Pro_SS120_00629,PF04851  PF16203  PF09373,PF00270
CK_00055169,CK_Cya_CB0205_03393,PF13692  PF13524  PF13231,PF00534
CK_00055170,CK_Cya_PCC7001_01900, , 
CK_00055197,CK_Cya_PCC7001_00574,PF00535  PF13632,PF00535
CK_00055202,CK_Syn_PROS-U-1_01306,PF00126  PF03466,PF00126|PF03466
CK_00055214,CK_Syn_BOUM118_02322,PF18741, 
CK_00055246,CK_Pro_MIT9303_01191, , 
CK_00055283,CK_Pro_MIT0602_01509,PF01555  PF01170,PF01555
CK_00055307,CK_Syn_KORDI-52_11510,PF05721,PF05721
CK_00055308,CK_Syn_BMK-MC-1_02868,PF04143  PF04143,PF04143
CK_00055310,CK_Syn_A15-44_02394,PF08479  PF17287  PF03865,PF03865
CK_00055312,CK_Syn_BIOS-E4-1_00112,PF06594  PF08548  PF00353  PF00353,PF00353
CK_00055313,CK_Pro_LG_00109,PF05050,PF05050
CK_00055316,CK_Syn_WH8020_02889,PF08447  PF00990  PF00563,PF00563|PF00990
CK_00055319,CK_Cya_CB0205_06557,PF04018,PF04018
CK_00055332,CK_Syn_BIOS-E4-1_00228, , 
CK_00055379,CK_Syn_BMK-MC-1_00086,PF13946, 
CK_00055395,CK_Syn_BIOS-E4-1_00155, , 
CK_00055453,CK_Cya_PCC7001_01803, , 
CK_00055459,CK_Cya_PCC7001_01865,PF01435,PF01435
CK_00055468,CK_Cya_PCC7001_01760,PF01483  PF08548, 
CK_00055472,CK_Cya_PCC7001_01738,PF00144,PF00144
CK_00055476,CK_Cya_PCC7001_00189,PF09492  PF09492, 
CK_00055477,CK_Cya_PCC7001_01495,PF13344  PF13242,PF13242|PF13344
CK_00055481,CK_Cya_PCC7001_01445, , 
CK_00055486,CK_Cya_PCC7001_01505,PF00501,PF13193
CK_00055493,CK_Cya_PCC7001_01162,PF13455,PF10544
CK_00055496,CK_Cya_PCC7001_01356,PF01637, 
CK_00055498,CK_Cya_PCC7001_01360, , 
CK_00055500,CK_Cya_PCC7001_01648,PF18735,PF18735
CK_00055501,CK_Cya_PCC7001_00161, , 
CK_00055509,CK_Cya_PCC7001_00166,PF13588  PF00136,PF13588
CK_00055514,CK_Cya_PCC7001_01558,PF08240  PF00107  PF13602,PF00107|PF08240
CK_00055519,CK_Cya_PCC7001_01600, , 
CK_00055521,CK_Cya_PCC6307_03382,PF13414  PF12569  PF13432,PF14559
CK_00055522,CK_Cya_PCC6307_03369, , 
CK_00055524,CK_Cya_PCC6307_03360,PF18864,PF18864
CK_00055527,CK_Cya_PCC6307_03361,PF13289, 
CK_00055528,CK_Cya_PCC6307_03322,PF18735, 
CK_00055530,CK_Cya_PCC6307_03326, , 
CK_00055536,CK_Cya_PCC7001_01144,PF02195  PF13384, 
CK_00055541,CK_Cya_PCC7001_01115, , 
CK_00055544,CK_Cya_PCC7001_01125,PF13527  PF00583  PF13508,PF00583
CK_00055547,CK_Cya_PCC7001_01056,PF01225  PF08245  PF02875,PF02875|PF08245
CK_00055551,CK_Cya_PCC6307_03419,PF01963,PF01963
CK_00055553,CK_Cya_PCC7001_01041,PF02412  PF02412  PF00188, 
CK_00055559,CK_Syn_KORDI-100_10160, , 
CK_00055565,CK_Syn_WH8101_02771, , 
CK_00055572,CK_Pro_MED4_01229,PF00676,PF00676
CK_00055594,CK_Pro_MIT9303_00461, , 
CK_00055678,CK_Cya_CB0101_10570,PF01594,PF01594
CK_00055686,CK_Cya_CB0101_10720,PF05977,PF05977
CK_00055699,CK_Cya_CB0101_11866,PF01548  PF01548  PF02371,PF01548|PF02371
CK_00055712,CK_Cya_PCC6307_02685,PF01419,PF01419
CK_00055715,CK_Cya_PCC6307_02670,PF07995  PF01436, 
CK_00055718,CK_Syn_MEDNS5_01063,PF06863  PF06742,PF06742|PF06863
CK_00055724,CK_Cya_PCC6307_02627, , 
CK_00055727,CK_Syn_A15-24_02118,PF02922  PF02922  PF00128  PF11852,PF00128|PF02922|PF21156
CK_00055732,CK_Cya_PCC6307_02644, , 
CK_00055733,CK_Cya_PCC6307_02623, , 
CK_00055736,CK_Cya_PCC6307_02625,PF14521,PF14521
CK_00055737,CK_Cya_PCC6307_02624, , 
CK_00055740,CK_Syn_WH7803_01936,PF02655  PF08443,PF02786|PF08245|PF13549
CK_00055743,CK_Cya_PCC6307_02576,PF04542  PF07638  PF13428,PF04542|PF20239
CK_00055748,CK_Syn_A15-127_02357,PF13472,PF00657
CK_00055755,CK_Cya_PCC6307_02559, ,PF14312
CK_00055756,CK_Cya_PCC6307_02553,PF09972,PF09972|PF20990
CK_00055778,CK_Cya_PCC6307_03230, , 
CK_00055779,CK_Cya_PCC6307_03235,PF06206  PF12204,PF06206
CK_00055782,CK_Cya_PCC6307_03262,PF07143  PF17186,PF07143|PF17186
CK_00055783,CK_Cya_PCC6307_03269, , 
CK_00055785,CK_Cya_PCC6307_03261,PF12704  PF02687  PF12704  PF02687,PF02687
CK_00055786,CK_Cya_PCC6307_03193,PF11187,PF01764
CK_00055787,CK_Cya_PCC6307_03182,PF03814,PF03814
CK_00055791,CK_Cya_PCC6307_03092,PF14234,PF14234
CK_00055793,CK_Cya_PCC6307_03178,PF02702  PF00582,PF00582|PF02702
CK_00055796,CK_Cya_PCC6307_03056, , 
CK_00055810,CK_Cya_PCC6307_02828,PF17897  PF01569, 
CK_00055813,CK_Cya_PCC6307_02824,PF06314, 
CK_00055814,CK_Cya_PCC6307_02827, , 
CK_00055815,CK_Cya_PCC6307_02823,PF01370  PF03435  PF16653,PF03435
CK_00055816,CK_Cya_PCC6307_02822,PF00348,PF00348
CK_00055818,CK_Cya_PCC6307_02820,PF13450  PF01593,PF01593|PF13450
CK_00055823,CK_Cya_PCC6307_02813,PF13688  PF04151  PF03160  PF00754,PF07483|PF13582
CK_00055824,CK_Cya_PCC6307_02722,PF00487,PF00173|PF00487
CK_00055827,CK_Cya_PCC6307_02692,PF00529  PF16576,PF13437
CK_00055828,CK_Cya_PCC6307_02687,PF13489,PF13489
CK_00055829,CK_Cya_PCC6307_02705,PF13515,PF13515
CK_00055830,CK_Cya_PCC6307_02693,PF00331,PF00331
CK_00055856,CK_Cya_PCC6307_02355,PF13486  PF12838  PF13484  PF00037,PF12838
CK_00055872,CK_Cya_PCC6307_02368,PF06779,PF07690
CK_00055876,CK_Cya_PCC6307_02397,PF12439  PF12439  PF06202,PF06202|PF12439
CK_00055877,CK_Cya_PCC6307_02377,PF18863,PF18863
CK_00055879,CK_Cya_PCC6307_02424,PF04607  PF04607,PF04607
CK_00055885,CK_Syn_KORDI-49_12090, , 
CK_00055886,CK_Syn_KORDI-49_12100,PF02811  PF00929  PF00929,PF00929
CK_00055891,CK_Syn_NOUM97013_00067,PF05697  PF00254  PF05698,PF00254|PF05697|PF05698
CK_00055898,CK_Cya_NS01_01124,PF10096,PF01522
CK_00055911,CK_Syn_KORDI-49_09030,PF05345  PF08548  PF00353  PF00353,PF00353
CK_00055912,CK_Syn_A15-127_01004,PF13432  PF13428  PF13431  PF13429,PF00515|PF13181|PF13414
CK_00055920,CK_Syn_RS9902_01205,PF14296, 
CK_00055930,CK_Syn_KORDI-49_22250,PF13847,PF13489
CK_00055933,CK_Syn_KORDI-49_22180, , 
CK_00055934,CK_Syn_KORDI-49_22200, , 
CK_00055941,CK_Syn_BIOS-E4-1_02072, , 
CK_00055944,CK_Syn_WH8103_00464,PF13579  PF00534  PF13524  PF08795,PF00534|PF13439
CK_00055956,CK_Syn_KORDI-49_18330,PF02010  PF08548,PF00353|PF17963
CK_00055997,CK_Cya_CB0101_07350,PF07244  PF03865  PF01103,PF03865
CK_00056000,CK_Syn_KORDI-49_00900,PF01755, 
CK_00056006,CK_Syn_KORDI-49_01070,PF01501,PF01501
CK_00056012,CK_Syn_KORDI-49_01540,PF13371  PF14559  PF05843  PF18588,PF13181|PF14559|PF18588
CK_00056024,CK_Syn_KORDI-49_08420, , 
CK_00056051,CK_Syn_CC9902_01683,PF05721,PF05721
CK_00056053,CK_Syn_BOUM118_01229, , 
CK_00056065,CK_Syn_KORDI-100_29440, ,PF09889
CK_00056070,CK_Syn_KORDI-100_28930, , 
CK_00056082,CK_Cya_PCC6307_02115,PF04577,PF04577
CK_00056083,CK_Cya_PCC6307_02154,PF00535  PF13632,PF00535
CK_00056085,CK_Cya_PCC6307_02197, , 
CK_00056086,CK_Cya_PCC6307_02188, , 
CK_00056089,CK_Cya_PCC6307_02228, , 
CK_00056090,CK_Cya_PCC6307_02207,PF14264,PF14264
CK_00056092,CK_Cya_PCC6307_02256, , 
CK_00056094,CK_Pro_MIT9401_00148,PF13727  PF02397,PF02397|PF13727
CK_00056102,CK_Cya_PCC6307_02257,PF08323  PF05693,PF13579|PF13692
CK_00056103,CK_Cya_PCC6307_02281,PF00753  PF12706  PF00072  PF01590,PF01590|PF12706
CK_00056104,CK_Cya_PCC6307_02269,PF05891,PF13649
CK_00056107,CK_Cya_CB0101_04429,PF08548  PF00353, 
CK_00056119,CK_Cya_CB0101_05146,PF00487,PF00487
CK_00056125,CK_Cya_CB0101_05246,PF09587,PF09587
CK_00056131,CK_Cya_CB0101_05286,PF00690  PF00122  PF00122  PF00702  PF08282  PF00689,PF00122|PF00689|PF00690|PF00702|PF13246
CK_00056141,CK_Cya_CB0101_04499,PF01541, 
CK_00056155,CK_Cya_PCC6307_01522,PF08713, 
CK_00056159,CK_Cya_PCC6307_01520,PF13748,PF13748
CK_00056169,CK_Cya_PCC6307_01511,PF00581  PF00581,PF00581
CK_00056172,CK_Pro_MIT0603_01493,PF00953,PF00953
CK_00056174,CK_Cya_PCC6307_01509,PF04143,PF04143
CK_00056179,CK_Pro_MIT9322_01659, , 
CK_00056186,CK_Cya_PCC6307_01797,PF02955, 
CK_00056187,CK_Cya_PCC6307_01790,PF00529  PF16576,PF16576
CK_00056194,CK_Cya_PCC6307_01763,PF13395, 
CK_00056196,CK_Cya_PCC6307_01735, , 
CK_00056203,CK_Cya_PCC6307_01764,PF13175,PF13175|PF13304
CK_00056207,CK_Cya_PCC6307_01719,PF02900,PF02900
CK_00056214,CK_Cya_PCC6307_01701,PF13191  PF01637,PF13401
CK_00056219,CK_Cya_PCC6307_01952,PF12869, 
CK_00056220,CK_Cya_PCC6307_01943,PF18476,PF18476
CK_00056221,CK_Cya_PCC6307_01944,PF05977,PF05977
CK_00056222,CK_Cya_PCC6307_01937,PF10994,PF10994
CK_00056224,CK_Cya_PCC6307_01935, , 
CK_00056227,CK_Cya_PCC6307_01930,PF01548  PF01548  PF02371,PF01548|PF02371
CK_00056228,CK_Cya_PCC6307_01929,PF00128  PF11941,PF00128|PF02806
CK_00056229,CK_Cya_PCC6307_01918, , 
CK_00056231,CK_Cya_PCC6307_01921,PF03572,PF03572
CK_00056233,CK_Cya_PCC6307_01917, ,PF13472
CK_00056237,CK_Cya_PCC6307_01850,PF00245  PF00245  PF08548  PF00353  PF08548,PF00245
CK_00056238,CK_Cya_PCC6307_01905, , 
